0,2,1,True,10,1000000,Split,690537.332
1,2,1,True,50,1000000,Split,939378.658
2,2,1,True,100,1000000,Split,939372.325
3,2,1,False,10,1000000,None,0.0
4,2,1,False,50,1000000,None,0.0
5,2,1,False,100,1000000,None,0.0
6,2,2,True,10,1000000,Split,31813.912
7,2,2,True,50,1000000,Split,80091.111
8,2,2,True,100,1000000,Split,68696.059
9,2,2,False,10,1000000,None,0.0
10,2,2,False,50,1000000,None,0.0
11,2,2,False,100,1000000,None,0.0
12,2,3,True,10,1000000,Split,55937.406
13,2,3,True,50,1000000,Split,98350.878
14,2,3,True,100,1000000,Split,140824.771
15,2,3,False,10,1000000,None,0.0
16,2,3,False,50,1000000,None,0.0
17,2,3,False,100,1000000,None,0.0
18,2,4,True,10,1000000,Split,43277.876
19,2,4,True,50,1000000,Split,47946.402
20,2,4,True,100,1000000,Split,148222.879
21,2,4,False,10,1000000,None,0.0
22,2,4,False,50,1000000,None,0.0
23,2,4,False,100,1000000,None,0.0
24,2,5,True,10,1000000,Split,88744.81
25,2,5,True,50,1000000,Split,58889.323
26,2,5,True,100,1000000,Split,103517.411
27,2,5,False,10,1000000,None,0.0
28,2,5,False,50,1000000,None,0.0
29,2,5,False,100,1000000,None,0.0
30,2,6,True,10,1000000,Split,65235.784
31,2,6,True,50,1000000,Split,76116.794
32,2,6,True,100,1000000,Split,172897.785
33,2,6,False,10,1000000,None,0.0
34,2,6,False,50,1000000,None,0.0
35,2,6,False,100,1000000,None,0.0
36,2,7,True,10,1000000,Split,14738.94
37,2,7,True,50,1000000,Split,39048.277
38,2,7,True,100,1000000,Split,14788.71
39,2,7,False,10,1000000,None,0.0
40,2,7,False,50,1000000,None,0.0
41,2,7,False,100,1000000,None,0.0
42,2,8,True,10,1000000,Split,28714.535
43,2,8,True,50,1000000,Split,80092.67
44,2,8,True,100,1000000,Split,58874.175
45,2,8,False,10,1000000,None,0.0
46,2,8,False,50,1000000,None,0.0
47,2,8,False,100,1000000,None,0.0
48,2,9,True,10,1000000,Split,148209.479
49,2,9,True,50,1000000,Split,23402.613
50,2,9,True,100,1000000,Split,11991.538
51,2,9,False,10,1000000,None,0.0
52,2,9,False,50,1000000,None,0.0
53,2,9,False,100,1000000,None,0.0
54,2,10,True,10,1000000,Split,-1.155
55,2,10,True,50,1000000,Split,-3.078
56,2,10,True,100,1000000,Split,24.743
57,2,10,False,10,1000000,None,0.0
58,2,10,False,50,1000000,None,0.0
59,2,10,False,100,1000000,None,0.0
60,3,1,True,10,1000000,Hit,-3.346
61,3,1,True,50,1000000,Hit,-19.668
62,3,1,True,100,1000000,Hit,-45.566
63,3,1,False,10,1000000,None,0.0
64,3,1,False,50,1000000,None,0.0
65,3,1,False,100,1000000,None,0.0
66,3,2,True,10,1000000,Hit,-3.826
67,3,2,True,50,1000000,Hit,-11.93
68,3,2,True,100,1000000,Hit,-14.347
69,3,2,False,10,1000000,None,0.0
70,3,2,False,50,1000000,None,0.0
71,3,2,False,100,1000000,None,0.0
72,3,3,True,10,1000000,Hit,-2.511
73,3,3,True,50,1000000,Hit,-9.084
74,3,3,True,100,1000000,Hit,-17.467
75,3,3,False,10,1000000,None,0.0
76,3,3,False,50,1000000,None,0.0
77,3,3,False,100,1000000,None,0.0
78,3,4,True,10,1000000,Hit,-3.682
79,3,4,True,50,1000000,Hit,-5.549
80,3,4,True,100,1000000,Hit,-0.963
81,3,4,False,10,1000000,None,0.0
82,3,4,False,50,1000000,None,0.0
83,3,4,False,100,1000000,None,0.0
84,3,5,True,10,1000000,Hit,1.061
85,3,5,True,50,1000000,Hit,3.093
86,3,5,True,100,1000000,Hit,-1.673
87,3,5,False,10,1000000,None,0.0
88,3,5,False,50,1000000,None,0.0
89,3,5,False,100,1000000,None,0.0
90,3,6,True,10,1000000,Hit,-3.735
91,3,6,True,50,1000000,Hit,-5.586
92,3,6,True,100,1000000,Hit,-21.092
93,3,6,False,10,1000000,None,0.0
94,3,6,False,50,1000000,None,0.0
95,3,6,False,100,1000000,None,0.0
96,3,7,True,10,1000000,Hit,-4.392
97,3,7,True,50,1000000,Hit,-7.723
98,3,7,True,100,1000000,Hit,-44.919
99,3,7,False,10,1000000,None,0.0
100,3,7,False,50,1000000,None,0.0
101,3,7,False,100,1000000,None,0.0
102,3,8,True,10,1000000,Hit,-2.944
103,3,8,True,50,1000000,Hit,-5.975
104,3,8,True,100,1000000,Hit,-63.955
105,3,8,False,10,1000000,None,0.0
106,3,8,False,50,1000000,None,0.0
107,3,8,False,100,1000000,None,0.0
108,3,9,True,10,1000000,Hit,-2.806
109,3,9,True,50,1000000,Hit,-24.015
110,3,9,True,100,1000000,Hit,-38.055
111,3,9,False,10,1000000,None,0.0
112,3,9,False,50,1000000,None,0.0
113,3,9,False,100,1000000,None,0.0
114,3,10,True,10,1000000,Hit,-6.627
115,3,10,True,50,1000000,Hit,-38.072
116,3,10,True,100,1000000,Hit,-30.455
117,3,10,False,10,1000000,None,0.0
118,3,10,False,50,1000000,None,0.0
119,3,10,False,100,1000000,None,0.0
120,4,1,True,10,1000000,Hit,-5.367
121,4,1,True,50,1000000,Hit,-17.201
122,4,1,True,100,1000000,Hit,-40.092
123,4,1,False,10,1000000,Hit,-0.927
124,4,1,False,50,1000000,Hit,-22.357
